RegioNaam;RegioCode;RegioUitslag;Partij;AantalStemmen;AantalZetels
Nederland;L528;;SP (Socialistische Partij) - L.P.M. (Leo) de Kleijn;1393;
Nederland;L528;;SP (Socialistische Partij) - E. (Eelco) Eikenaar;1360;
Nederland;L528;;SP (Socialistische Partij) - M. (Michiel) van Nispen;1206;
Nederland;L528;;SP (Socialistische Partij) - J.B. (Jos) van der Horst;1103;
Nederland;L528;;SP (Socialistische Partij) - P.H. (Pim) Siegers;1035;
Nederland;L528;;SP (Socialistische Partij) - S. (Saíd) Afalah;997;
Nederland;L528;;SP (Socialistische Partij) - P.F.C. (Paulus) Jansen;994;
Nederland;L528;;SP (Socialistische Partij) - E. (Erik) de Vries;982;
Nederland;L528;;SP (Socialistische Partij) - P. (Paul) Ulenbelt;958;
Nederland;L528;;SP (Socialistische Partij) - H.A.J.M. (Henri) Swinkels;880;
Nederland;L528;;SP (Socialistische Partij) - M.M. (Maureen) van der Pligt;871;
Nederland;L528;;SP (Socialistische Partij) - L. (Lieke) van Rossum;691;
Nederland;L528;;SP (Socialistische Partij) - M.J. (Matthias) van Hunnik;688;
Nederland;L528;;SP (Socialistische Partij) - J. (Jan) Broekema;638;
Nederland;L528;;SP (Socialistische Partij) - E.M.A. (Eric) Smaling;626;
Nederland;L528;;SP (Socialistische Partij) - A.H.J. (Ton) Heerschop;617;
Nederland;L528;;SP (Socialistische Partij) - R. (Lies) van Aelst;598;
Nederland;L528;;SP (Socialistische Partij) - A.M.T. (Anneke) Wezel;589;
Nederland;L528;;SP (Socialistische Partij) - J.W. (Willem) Bouman;584;
Nederland;L528;;SP (Socialistische Partij) - B. (Bert) Peterse;518;
Nederland;L528;;SP (Socialistische Partij) - H.M. (Hans Martin) Don;500;
Nederland;L528;;SP (Socialistische Partij) - P.J. (Patrick) van Lunteren;441;
Nederland;L528;;SP (Socialistische Partij) - D.H. (Daniël) de Wit;417;
Nederland;L528;;SP (Socialistische Partij) - F. (Femke) Reudler Talsma;400;
Nederland;L528;;SP (Socialistische Partij) - N.T. (Tiers) Bakker;400;
Nederland;L528;;SP (Socialistische Partij) - H.J. (Hugo) Polderman;360;
Nederland;L528;;SP (Socialistische Partij) - M.P. (Meta) Meijer;359;
Nederland;L528;;SP (Socialistische Partij) - A.Z. (Arnold) Merkies;343;
Nederland;L528;;SP (Socialistische Partij) - A. (Tuur) Elzinga;308;
Nederland;L528;;SP (Socialistische Partij) - J.P. (Peter) Kwint;290;
Nederland;L528;;SP (Socialistische Partij) - H.P.M. (Maarten) Hijink;283;
Nederland;L528;;SP (Socialistische Partij) - D.W.J. (Diederik) Olders;273;
Nederland;L528;;SP (Socialistische Partij) - G.J.N. (Nils) Müller;217;
Nederland;L528;;SP (Socialistische Partij) - A. (Arjan) Vliegenthart;215;
Nederland;L528;;SP (Socialistische Partij) - R.P.P.S. (René) Allart;211;
Nederland;L528;;SP (Socialistische Partij) - W.F. (Frans) Mulckhuijse;208;
Nederland;L528;;SP (Socialistische Partij) - N.A. (Niels) Jongerius;175;
Nederland;L528;;SP (Socialistische Partij) - B. (Bart) van Kent;149;
Nederland;L528;;SP (Socialistische Partij) - A.J. (Richard) Boddeus;137;
Nederland;L528;;SP (Socialistische Partij) - C. (Chris) Schaeffer;130;
Nederland;L528;;SP (Socialistische Partij) - R.E. (Robin) van der Velden;122;
Nederland;L528;;Christen Democratisch Appèl (CDA);801620;13
Nederland;L528;;Christen Democratisch Appèl (CDA) - S. (Sybrand) van Haersma Buma;517397;
Nederland;L528;;Christen Democratisch Appèl (CDA) - M.C.G. (Mona) Keijzer;127446;
Nederland;L528;;Christen Democratisch Appèl (CDA) - P.H. (Pieter) Omtzigt;36750;
Nederland;L528;;Christen Democratisch Appèl (CDA) - S. (Sander) de Rouwe;15814;
Nederland;L528;;Christen Democratisch Appèl (CDA) - M.J.F. (Martijn) van Helvert;13952;
Nederland;L528;;Christen Democratisch Appèl (CDA) - A.H. (Agnes) Mulder;9824;
Nederland;L528;;Christen Democratisch Appèl (CDA) - R.W. (Raymond) Knops;8466;
Nederland;L528;;Christen Democratisch Appèl (CDA) - P.C.A. (Patricia) de Milliano-van den Hemel;6104;
Nederland;L528;;Christen Democratisch Appèl (CDA) - E. (Ebubekir) Öztüre;6003;
Nederland;L528;;Christen Democratisch Appèl (CDA) - J.L. (Jaco) Geurts;5648;
Nederland;L528;;Christen Democratisch Appèl (CDA) - M.J. (Marc) Jager;5237;
Nederland;L528;;Christen Democratisch Appèl (CDA) - T. (Turan) Yazir;4158;
Nederland;L528;;Christen Democratisch Appèl (CDA) - H.A.G. (Erik) Ronnes;3985;
Nederland;L528;;Christen Democratisch Appèl (CDA) - H.G.J. (Hanke) Bruins Slot;3765;
Nederland;L528;;Christen Democratisch Appèl (CDA) - M.M. (Madeleine) van Toorenburg;3558;
Nederland;L528;;Christen Democratisch Appèl (CDA) - P. (Arjan) Erkel;3515;
Nederland;L528;;Christen Democratisch Appèl (CDA) - R. (Remko) ten Barge;2918;
Nederland;L528;;Christen Democratisch Appèl (CDA) - Y.J. (Eddy) van Hijum;2719;
Nederland;L528;;Christen Democratisch Appèl (CDA) - H. (Herma) Boom;2578;
Nederland;L528;;Christen Democratisch Appèl (CDA) - M. (Mustafa) Amhaouch;1919;
Nederland;L528;;Christen Democratisch Appèl (CDA) - M.R.J. (Michel) Rog;1382;
Nederland;L528;;Christen Democratisch Appèl (CDA) - A.P. (Fons) d' Haens;1246;
Nederland;L528;;Christen Democratisch Appèl (CDA) - J.F. (Han) Hoogma;1227;
Nederland;L528;;Christen Democratisch Appèl (CDA) - H. (Harry) van der Molen;1196;
Nederland;L528;;Christen Democratisch Appèl (CDA) - P.E. (Pieter) Heerma;981;
Nederland;L528;;Christen Democratisch Appèl (CDA) - W.J.F. (Wilma) van der Rijt-van der Kruis;970;
Nederland;L528;;Christen Democratisch Appèl (CDA) - E. (Elske) van der Mik;949;
Nederland;L528;;Christen Democratisch Appèl (CDA) - J.M.A. (Jeffrey) van Agtmaal;820;
Nederland;L528;;Christen Democratisch Appèl (CDA) - M.C.I. (Marieke) van der Werf;809;
Nederland;L528;;Christen Democratisch Appèl (CDA) - T. (Ties) Sweyen;732;
Nederland;L528;;Christen Democratisch Appèl (CDA) - P. (Peter) Oskam;702;
Nederland;L528;;Christen Democratisch Appèl (CDA) - D.S.C. (Dave) Ensberg-Kleijkers;678;
Nederland;L528;;Christen Democratisch Appèl (CDA) - E.D. (Dinand) Ekkel;594;
Nederland;L528;;Christen Democratisch Appèl (CDA) - H.M. (Hugo) de Jonge;545;
Nederland;L528;;Christen Democratisch Appèl (CDA) - D.Y.S. (Yang Soo) Kloosterhof;487;
Nederland;L528;;Christen Democratisch Appèl (CDA) - B.A. (Bernard) Schermers;477;
Nederland;L528;;Christen Democratisch Appèl (CDA) - P.J.H.D. (Ellen) Verkoelen;455;
Nederland;L528;;Christen Democratisch Appèl (CDA) - J.S. (Mitra) Rambaran;442;
Nederland;L528;;Christen Democratisch Appèl (CDA) - J.L.J. (John) van Hal;426;
Nederland;L528;;Christen Democratisch Appèl (CDA) - M. (Merijn) Snoek;424;
Nederland;L528;;Christen Democratisch Appèl (CDA) - A.M.T. (Anne-Marie) Vreman-Muijrers;406;
Nederland;L528;;Christen Democratisch Appèl (CDA) - J.D. (Jan) Kramer;404;
Nederland;L528;;Christen Democratisch Appèl (CDA) - J.D.W. (Jan) Eerbeek;369;
Nederland;L528;;Christen Democratisch Appèl (CDA) - M.P.M. (Michiel) Holtackers;347;
Nederland;L528;;Christen Democratisch Appèl (CDA) - N.E. (Nelleke) Weltevrede;335;
Nederland;L528;;Christen Democratisch Appèl (CDA) - G.M. (Geeske) Telgen-Swarts;326;
Nederland;L528;;Christen Democratisch Appèl (CDA) - G.A. (Gerben) Karssenberg;237;
Nederland;L528;;Christen Democratisch Appèl (CDA) - J.C. (Chantal) van Steenderen-Broekhuis;228;
Nederland;L528;;Christen Democratisch Appèl (CDA) - J. (Jobke) Vonk-Vedder;221;
Nederland;L528;;Christen Democratisch Appèl (CDA) - E. (Erik) de Ridder;205;
Nederland;L528;;Christen Democratisch Appèl (CDA) - J. (Jan-Jaap) de Haan;177;
Nederland;L528;;Christen Democratisch Appèl (CDA) - M.S. (Margriet) van de Vooren;163;
Nederland;L528;;Christen Democratisch Appèl (CDA) - E. (Efstathios) Andreou;137;
Nederland;L528;;Christen Democratisch Appèl (CDA) - D.W. (Dirk) van der Mast;136;
Nederland;L528;;Christen Democratisch Appèl (CDA) - J.M. (Hans) Moerland;129;
Nederland;L528;;Christen Democratisch Appèl (CDA) - G. (Gert) Boeve;105;
Nederland;L528;;Democraten 66 (D66);757091;12
Nederland;L528;;Democraten 66 (D66) - A. (Alexander) Pechtold;586454;
Nederland;L528;;Democraten 66 (D66) - S. (Stientje) van Veldhoven-van der Meer;71170;
Nederland;L528;;Democraten 66 (D66) - P.A. (Pia) Dijkstra;24886;
Nederland;L528;;Democraten 66 (D66) - V.A. (Vera) Bergkamp;15387;
Nederland;L528;;Democraten 66 (D66) - W. (Wouter) Koolmees;10413;
Nederland;L528;;Democraten 66 (D66) - F. (Fatma) Koser-Kaya;5117;
Nederland;L528;;Democraten 66 (D66) - W. (Wassila) Hachchi;4737;
Nederland;L528;;Democraten 66 (D66) - K. (Kees) Verhoeven;3594;
Nederland;L528;;Democraten 66 (D66) - M.A. (Magda) Berndsen-Jansen;2472;
Nederland;L528;;Democraten 66 (D66) - J.C. (Rineke) Gieske-Mastenbroek;2367;
Nederland;L528;;Democraten 66 (D66) - S. (Salima) Belhaj;2345;
Nederland;L528;;Democraten 66 (D66) - J.C.M. (Judith) Swinkels;2151;
Nederland;L528;;Democraten 66 (D66) - F.M. (Femke) Dingemans;1903;
Nederland;L528;;Democraten 66 (D66) - P.H. (Paul) van Meenen;1802;
Nederland;L528;;Democraten 66 (D66) - J.D. (Doede) de Vries;1627;
Nederland;L528;;Democraten 66 (D66) - G. (Gökhan) Çoban;1625;
Nederland;L528;;Democraten 66 (D66) - E.J. (Eelco) Keij;1620;
Nederland;L528;;Democraten 66 (D66) - S.W. (Sjoerd Wiemer) Sjoerdsma;1569;
Nederland;L528;;Democraten 66 (D66) - A.G. (Gerard) Schouw;1435;
Nederland;L528;;Democraten 66 (D66) - M. (Maarten) Groothuizen;1264;
Nederland;L528;;Democraten 66 (D66) - G.J.P.M. (Guido) Corten;1252;
Nederland;L528;;Democraten 66 (D66) - M. (Michiel) Verkoulen;1086;
Nederland;L528;;Democraten 66 (D66) - S.P.R.A. (Steven) van Weyenberg;989;
Nederland;L528;;Democraten 66 (D66) - P.J.L.M. (Paul) de Beer;890;
Nederland;L528;;Democraten 66 (D66) - T. (Thessa) van der Windt;838;
Nederland;L528;;Democraten 66 (D66) - J.C.M. (Jacqueline) Versteeg;811;
Nederland;L528;;Democraten 66 (D66) - T.C. (Thomas) Walder;649;
Nederland;L528;;Democraten 66 (D66) - T. (Ton) Monasso;510;
Nederland;L528;;Democraten 66 (D66) - B.L. (Bart) Vink;485;
Nederland;L528;;Democraten 66 (D66) - A.G.W. (Anneke) Groen;478;
Nederland;L528;;Democraten 66 (D66) - L.J. (Linda) Carton;474;
Nederland;L528;;Democraten 66 (D66) - C.J. (Caecilia) van Peski;460;
Nederland;L528;;Democraten 66 (D66) - S.T. (Sabine) Verschoor;455;
Nederland;L528;;Democraten 66 (D66) - S. (Sina) Salim;377;
Nederland;L528;;Democraten 66 (D66) - E. (Ellenus) Venema;358;
Nederland;L528;;Democraten 66 (D66) - H. (Huub) Halsema;300;
Nederland;L528;;Democraten 66 (D66) - R.J. (Robert) van Asten;256;
Nederland;L528;;Democraten 66 (D66) - H.M. (Hélène) Steenhoff;243;
Nederland;L528;;Democraten 66 (D66) - C.W. (Kees) de Zeeuw;236;
Nederland;L528;;Democraten 66 (D66) - M.A. (Michiel) Rijsberman;236;
Nederland;L528;;Democraten 66 (D66) - F.C. (Frank) van Oirschot;214;
Nederland;L528;;Democraten 66 (D66) - B.T. (Bastiaan) Winkel;210;
Nederland;L528;;Democraten 66 (D66) - D.C. (Dilia) Leitner;210;
Nederland;L528;;Democraten 66 (D66) - J.C. (Joris) Visser;193;
Nederland;L528;;Democraten 66 (D66) - P.W.L. (Pim) de Kuijer;172;
Nederland;L528;;Democraten 66 (D66) - J.C. (Joost) Koomen;165;
Nederland;L528;;Democraten 66 (D66) - L. (Laurens) Verspuij;162;
Nederland;L528;;Democraten 66 (D66) - P.F. (Pieter) de Groene;160;
Nederland;L528;;Democraten 66 (D66) - B. (Bart) van Grevenhof;144;
Nederland;L528;;Democraten 66 (D66) - G.J. (Gijs) van Loef;140;
Nederland;L528;;ChristenUnie;294586;5
Nederland;L528;;ChristenUnie - A. (Arie) Slob;229664;
Nederland;L528;;ChristenUnie - C.J. (Carola) Schouten;16507;
Nederland;L528;;ChristenUnie - J.S. (Joël) Voordewind;13877;
Nederland;L528;;ChristenUnie - H. (Herman) Wegter;4672;
Nederland;L528;;ChristenUnie - G.M. (Gert-Jan) Segers;2992;
Nederland;L528;;ChristenUnie - R.K. (Carla) Dik-Faber;2604;
Nederland;L528;;ChristenUnie - O.E. (Orlando) Bottenbley;2333;
Nederland;L528;;ChristenUnie - A. (Anja) Haga;2262;
Nederland;L528;;ChristenUnie - I.S. (Ixora) Balootje;2111;
Nederland;L528;;ChristenUnie - A. (Arie) van der Veer;1929;
Nederland;L528;;ChristenUnie - B.D. (Bert) Tijhof;1338;
Nederland;L528;;ChristenUnie - M.A. (Martine) Vonk;1230;
Nederland;L528;;ChristenUnie - E.E.W. (Eppo) Bruins;1152;
Nederland;L528;;ChristenUnie - A.P. (Arjan) Beekman;941;
Nederland;L528;;ChristenUnie - A. (Ard) Kleijer;923;
Nederland;L528;;ChristenUnie - S.J.F. (Stieneke) van der Graaf;875;
Nederland;L528;;ChristenUnie - H.A. (Harmke) Vlieg-Kempe;637;
Nederland;L528;;ChristenUnie - P. (Paul) Blokhuis;615;
Nederland;L528;;ChristenUnie - B. (Ben) Visser;540;
Nederland;L528;;ChristenUnie - P. (Piet) Adema;502;
Nederland;L528;;ChristenUnie - J. (Jan) de Wit;457;
Nederland;L528;;ChristenUnie - H.C. (Hugo) Scherff;443;
Nederland;L528;;ChristenUnie - A.B.M. (Arnout) van Kempen;370;
Nederland;L528;;ChristenUnie - J.C.R. (Jurgen) van Houdt;370;
Nederland;L528;;ChristenUnie - C.P. (Onno) van Schayck;307;
Nederland;L528;;ChristenUnie - M.H. (Mirjam) Bikker;298;
Nederland;L528;;ChristenUnie - J.A. (Jacqueline) Koops-Scheele;278;
Nederland;L528;;ChristenUnie - P. (Pieter) Plug;267;
Nederland;L528;;ChristenUnie - B. (Bart) Jaspers Faijer;265;
Nederland;L528;;ChristenUnie - K. (Klaas) Harink;254;
Nederland;L528;;ChristenUnie - G. (Bert) Koops;251;
Nederland;L528;;ChristenUnie - F.C. (Frank) Visser;245;
Nederland;L528;;ChristenUnie - J.M.J. (Janny) Joosten-Leijendekker;244;
Nederland;L528;;ChristenUnie - H.J. (Hermen) Vreugdenhil;236;
Nederland;L528;;ChristenUnie - E.W. (Ed) Anker;225;
Nederland;L528;;ChristenUnie - R. (Remco) van Mulligen;216;
Nederland;L528;;ChristenUnie - R.A. (Ron) de Rover;207;
Nederland;L528;;ChristenUnie - F.J. (Freek) Dommerholt;202;
Nederland;L528;;ChristenUnie - J.A. (Jantien) Fröling-Kok;184;
Nederland;L528;;ChristenUnie - S.J. (Simone) Kennedy-Doornbos;175;
Nederland;L528;;ChristenUnie - A.J. (Arne) Schaddelee;168;
Nederland;L528;;ChristenUnie - H.A.C. (Jet) Weigand-Timmer;164;
Nederland;L528;;ChristenUnie - J.J. (Jaap) van Ginkel;145;
Nederland;L528;;ChristenUnie - R.J. (Reinier) Koppelaar;145;
Nederland;L528;;ChristenUnie - H.H.J. (Hugo) Veldhuizen;142;
Nederland;L528;;ChristenUnie - D.G. (Dick) Schutte;141;
Nederland;L528;;ChristenUnie - M.J. (Marjolein) Busstra;140;
Nederland;L528;;ChristenUnie - J.M. (Martin) Schuurman;124;
Nederland;L528;;ChristenUnie - R.A. (Reinier) van Hoffen;116;
Nederland;L528;;ChristenUnie - A. (André) Oldenkamp;103;
Nederland;L528;;GROENLINKS;219896;4
Nederland;L528;;GROENLINKS - J.C.M. (Jolande) Sap;171971;
Nederland;L528;;GROENLINKS - L. (Liesbeth) van Tongeren;10205;
Nederland;L528;;GROENLINKS - T. (Tofik) Dibi;5400;
Nederland;L528;;GROENLINKS - A. (Bram) van Ojik;4639;
Nederland;L528;;GROENLINKS - L.G.J. (Linda) Voortman;4477;
Nederland;L528;;GROENLINKS - J.F. (Jesse) Klaver;3351;
Nederland;L528;;GROENLINKS - A.C. (Andrée) van Es;2388;
Nederland;L528;;GROENLINKS - H.J. (Rik) Grashoff;1764;
Nederland;L528;;GROENLINKS - A. (Arjan) El Fassed;1481;
Nederland;L528;;GROENLINKS - E.M. (Lisa) Westerveld;1458;
Nederland;L528;;GROENLINKS - H. (Hayat) Barrahmun;1440;
Nederland;L528;;GROENLINKS - C.E. (Corinne) de Jonge van Ellemeet;1127;
Nederland;L528;;GROENLINKS - H. (Huri) Sahin;860;
Nederland;L528;;GROENLINKS - C.T. (Karin) Dekker;791;
Nederland;L528;;GROENLINKS - A.B. (Anne) Scheltema Beduin;714;
Nederland;L528;;GROENLINKS - I. (Irona) Groeneveld;578;
Nederland;L528;;GROENLINKS - K.M. (Kathalijne) Buitenweg;573;
Nederland;L528;;GROENLINKS - C.N. (Niels) van den Berge;488;
Nederland;L528;;GROENLINKS - I.M. (Inge) Vianen;434;
Nederland;L528;;GROENLINKS - A. (Ahmed) Harika;419;
Nederland;L528;;GROENLINKS - B.S. (Bart) Eigeman;419;
Nederland;L528;;GROENLINKS - G.J. (Gerdo) van Grootheest;369;
Nederland;L528;;GROENLINKS - H.J. (Henk) Nijhof;368;
Nederland;L528;;GROENLINKS - M.C. (Marry) Mos;342;
Nederland;L528;;GROENLINKS - G.H. (Gea) Smith;333;
Nederland;L528;;GROENLINKS - M.R. (Miguel) Heilbron;326;
Nederland;L528;;GROENLINKS - C.J. (Carel) Bruring;310;
Nederland;L528;;GROENLINKS - K. (Kees) Diepeveen;282;
Nederland;L528;;GROENLINKS - P. (Paulus) de Wilt;248;
Nederland;L528;;GROENLINKS - J. (Judith) Sargentini;246;
Nederland;L528;;GROENLINKS - V.A.M. (Volkert) Vintges;245;
Nederland;L528;;GROENLINKS - P. (Pascalle) Georgopoulos;226;
Nederland;L528;;GROENLINKS - C. (Christiaan) Kwint;191;
Nederland;L528;;GROENLINKS - M. (Thijs) de la Court;179;
Nederland;L528;;GROENLINKS - D. (Dirk) van den Bosch;177;
Nederland;L528;;GROENLINKS - R. (Ruud) Pet;172;
Nederland;L528;;GROENLINKS - A.C. (Bert) Jongert;169;
Nederland;L528;;GROENLINKS - J.I. (Jan) van de Venis;162;
Nederland;L528;;GROENLINKS - B. (Bas) Eickhout;159;
Nederland;L528;;GROENLINKS - P. (Pascal) ten Have;148;
Nederland;L528;;GROENLINKS - S.W. (Sebastiaan) van 't Erve;137;
Nederland;L528;;GROENLINKS - M. (Marije) Cornelissen;130;
Nederland;L528;;Staatkundig Gereformeerde Partij (SGP);196780;3
Nederland;L528;;Staatkundig Gereformeerde Partij (SGP) - C.G. (Kees) van der Staaij;182189;
Nederland;L528;;Staatkundig Gereformeerde Partij (SGP) - E. (Elbert) Dijkgraaf;5436;
Nederland;L528;;Staatkundig Gereformeerde Partij (SGP) - R. (Roelof) Bisschop;2234;
Nederland;L528;;Staatkundig Gereformeerde Partij (SGP) - S. (Servaas) Stoop;765;
Nederland;L528;;Staatkundig Gereformeerde Partij (SGP) - W.J. (Wim) van Duijn;598;
Nederland;L528;;Staatkundig Gereformeerde Partij (SGP) - M. (Rien) Bogerd;519;
Nederland;L528;;Staatkundig Gereformeerde Partij (SGP) - G.P. (Geert) Schipaanboord;486;
Nederland;L528;;Staatkundig Gereformeerde Partij (SGP) - L. (Leendert) de Knegt;426;
Nederland;L528;;Staatkundig Gereformeerde Partij (SGP) - T. (Teun) van Oostenbrugge;354;
Nederland;L528;;Staatkundig Gereformeerde Partij (SGP) - J.P. (Hans) Tanis;347;
Nederland;L528;;Staatkundig Gereformeerde Partij (SGP) - S. (Sytse) de Jong;321;
Nederland;L528;;Staatkundig Gereformeerde Partij (SGP) - J.W. (Jan Willem) Benschop;304;
Nederland;L528;;Staatkundig Gereformeerde Partij (SGP) - E.G. (Ewart) Bosma;283;
Nederland;L528;;Staatkundig Gereformeerde Partij (SGP) - A.I.G. (Ad) Dorst;262;
Nederland;L528;;Staatkundig Gereformeerde Partij (SGP) - A. (Arnold) Weggeman;256;
Nederland;L528;;Staatkundig Gereformeerde Partij (SGP) - D.J.H. (Diederik) van Dijk;243;
Nederland;L528;;Staatkundig Gereformeerde Partij (SGP) - D. (Dick) van Meeuwen;216;
Nederland;L528;;Staatkundig Gereformeerde Partij (SGP) - A.J.C. (Christian) van Bemmel;204;
Nederland;L528;;Staatkundig Gereformeerde Partij (SGP) - P.A. (Peter) Zevenbergen;204;
Nederland;L528;;Staatkundig Gereformeerde Partij (SGP) - P. (Peter) Schalk;146;
Nederland;L528;;Staatkundig Gereformeerde Partij (SGP) - T. (Tom) Bakker;137;
Nederland;L528;;Staatkundig Gereformeerde Partij (SGP) - W. (Wim) de Vries;134;
Nederland;L528;;Staatkundig Gereformeerde Partij (SGP) - M. (Marcel) de Haas;104;
Nederland;L528;;Staatkundig Gereformeerde Partij (SGP) - J. (Jan) Noeverman;103;
Nederland;L528;;Staatkundig Gereformeerde Partij (SGP) - J.J. (Jan) Luteijn;94;
Nederland;L528;;Staatkundig Gereformeerde Partij (SGP) - R.A.C. (Richard) Donk;91;
Nederland;L528;;Staatkundig Gereformeerde Partij (SGP) - H. (Henk) Kievit;84;
Nederland;L528;;Staatkundig Gereformeerde Partij (SGP) - W. (Wim) van Wikselaar;84;
Nederland;L528;;Staatkundig Gereformeerde Partij (SGP) - L.G.I. (Leo) Barth;81;
Nederland;L528;;Staatkundig Gereformeerde Partij (SGP) - H.F. (Henk) Massink;75;
Nederland;L528;;Partij voor de Dieren;182162;2
Nederland;L528;;Partij voor de Dieren - M.L. (Marianne) Thieme;154155;
Nederland;L528;;Partij voor de Dieren - E. (Esther) Ouwehand;11573;
Nederland;L528;;Partij voor de Dieren - F.P. (Frank) Wassenberg;2677;
Nederland;L528;;Partij voor de Dieren - A.A.H. (Anja) Hazekamp;1575;
Nederland;L528;;Partij voor de Dieren - J.F.W. (Johnas) van Lammeren;1320;
Nederland;L528;;Partij voor de Dieren - J.P. (Jan Peter) Cruiming;997;
Nederland;L528;;Partij voor de Dieren - B.E.J.M. (Birgit) Verstappen;844;
Nederland;L528;;Partij voor de Dieren - M.J.E. (Marieke) de Groot;734;
Nederland;L528;;Partij voor de Dieren - G.J. (Gerjan) Kelder;693;
Nederland;L528;;Partij voor de Dieren - I. (Ida) Been;651;
Nederland;L528;;Partij voor de Dieren - S.H.D. (Harry) Voss;642;
Nederland;L528;;Partij voor de Dieren - A.E. (Bram) van Liere;620;
Nederland;L528;;Partij voor de Dieren - T.A.O. (Trees) Janssens;601;
Nederland;L528;;Partij voor de Dieren - J. (Ingrid) Ramaan;579;
Nederland;L528;;Partij voor de Dieren - A.M.E. (Annemarie) van Gelder;548;
Nederland;L528;;Partij voor de Dieren - A.C. (Corinne) Cornelisse;538;
Nederland;L528;;Partij voor de Dieren - L.R. (Luuk) van der Veer;450;
Nederland;L528;;Partij voor de Dieren - D.W. (Diederik) van Liere;444;
Nederland;L528;;Partij voor de Dieren - E.J.G. (Janet) de Jong;440;
Nederland;L528;;Partij voor de Dieren - M.C. (Melissa) Bax;425;
Nederland;L528;;Partij voor de Dieren - L.M.C. (Laura) Straver;389;
Nederland;L528;;Partij voor de Dieren - F. (Floriske) van Leeuwen;375;
Nederland;L528;;Partij voor de Dieren - P. (Pablo) Moleman;330;
Nederland;L528;;Partij voor de Dieren - A.J. (Ton) Dekker;328;
Nederland;L528;;Partij voor de Dieren - E.B. (Erno) Eskens;234;
Nederland;L528;;50PLUS;177631;2
Nederland;L528;;50PLUS - H.C.M. (Henk) Krol;148273;
Nederland;L528;;50PLUS - M.H.H. (Martine) Baay-Timmerman;7123;
Nederland;L528;;50PLUS - N.P.M. (Norbert) Klein;3511;
Nederland;L528;;50PLUS - K.L.R. (Roy) Ho Ten Soeng;2654;
Nederland;L528;;50PLUS - M.W.E. (Monique) van de Griendt;1941;
Nederland;L528;;50PLUS - J.G. (Jan) Nagel;1150;
Nederland;L528;;50PLUS - R. (Rob) Hompe;1097;
Nederland;L528;;50PLUS - H. (Harry) Siepel;997;
Nederland;L528;;50PLUS - J.W.A. (John) Struijlaard;976;
Nederland;L528;;50PLUS - W.A.A.M. (Wim) van Overveld;845;
Nederland;L528;;50PLUS - W. (Willem) Herrebrugh;816;
Nederland;L528;;50PLUS - A.J.P.F. (Jeannette) de Caluwe;804;
Nederland;L528;;50PLUS - H. (Harry) Lamberts;722;
Nederland;L528;;50PLUS - W. (Willem) Willemse;715;
Nederland;L528;;50PLUS - A. (Astrid) Woldinga;705;
Nederland;L528;;50PLUS - P. (Piet) van 't Wout;577;
Nederland;L528;;50PLUS - W.M.M. (Mieke) Hoek;511;
Nederland;L528;;50PLUS - G.T. (Gerda) Karmelk-Brom;477;
Nederland;L528;;50PLUS - C.M.I. (Kees) van de Molengraft;453;
Nederland;L528;;50PLUS - H.J. (Hylke) ten Cate;446;
Nederland;L528;;50PLUS - H. (Harry) de Groot;373;
Nederland;L528;;50PLUS - H.J.C. (Dick) Schouw;350;
Nederland;L528;;50PLUS - W. (Wil) van Soest;319;
Nederland;L528;;50PLUS - P. (Peter) Pont;292;
Nederland;L528;;50PLUS - G. (Guido) Brandt Corstius;288;
Nederland;L528;;50PLUS - J.D. (Jan-Dirk) van Arkel;188;
Nederland;L528;;50PLUS - C.J. (Chris) Bakker;185;
Nederland;L528;;50PLUS - F. (Frans) Dor;180;
Nederland;L528;;50PLUS - F.E. (Frits) Colnot;131;
Nederland;L528;;50PLUS - T. (Ton) Luiting;118;
Nederland;L528;;50PLUS - H. (Horst) Oosterveer;117;
Nederland;L528;;50PLUS - P.A. (Peter) Prins;111;
Nederland;L528;;50PLUS - A.I.M. (Lidie) Tax-Philippi;107;
Nederland;L528;;50PLUS - S.M. (Stefano) Erba;79;
Nederland;L528;;Piratenpartij;30600;
Nederland;L528;;Piratenpartij - D. (Dirk) Poot;23581;
Nederland;L528;;Piratenpartij - C. (Catharina) Bethlehem;2138;
Nederland;L528;;Piratenpartij - S. (Samir) Allioui;884;
Nederland;L528;;Piratenpartij - D. (Danny) Palic;788;
Nederland;L528;;Piratenpartij - D.D. (David) van Deijk;664;
Nederland;L528;;Piratenpartij - M.A. (Mark) Jansen;586;
Nederland;L528;;Piratenpartij - R.A.A. (Rodger) van Doorn;474;
Nederland;L528;;Piratenpartij - R.A.A.J. (Roberto) Moretti;404;
Nederland;L528;;Piratenpartij - D.S. (Dylan) Hallegraeff;375;
Nederland;L528;;Piratenpartij - J.W. (Jan) Hopmans;372;
Nederland;L528;;Piratenpartij - P.J.F. (Patriek) Lesparre;334;
Nederland;L528;;Partij voor Mens en Spirit (MenS);18310;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - L.R. (Lea) Manders;14280;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - L.L. (Leo) Sonneveld;553;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - H. (Erika) Mauritz;347;
Nederland;L528;;Partij voor Mens en Spirit (MenS) - M.T. (Martin) Smeets;237;
